(255, 80, 75)
(255, 99, 92)
(255, 128, 129)
(255, 175, 173)
(255, 214, 213)
(254, 201, 202)
(254, 151, 152)
(255, 112, 108)
(255, 78, 79)
(255, 59, 57)
(255, 65, 53)
(254, 71, 51)
(255, 76, 51)
(255, 90, 50)
(255, 105, 52)
(255, 119, 57)
(255, 142, 66)
(255, 163, 80)
(255, 195, 112)
(255, 228, 152)
(255, 241, 199)
(254, 227, 192)
(255, 196, 138)
(255, 161, 97)
(255, 135, 67)
(255, 122, 53)
(255, 107, 48)
(255, 96, 42)
(255, 79, 42)
(255, 64, 42)
(255, 59, 44)
(255, 52, 44)
(255, 63, 53)
(255, 75, 64)
(255, 96, 94)
(255, 142, 140)
(255, 192, 190)
(254, 189, 187)
(255, 126, 130)
(254, 88, 87)
(255, 70, 61)
(255, 53, 44)
(254, 51, 41)
(255, 51, 35)
(255, 57, 38)
(255, 72, 31)
(255, 76, 34)
(255, 91, 36)
(255, 104, 49)
(254, 118, 61)
(255, 139, 89)
(255, 173, 131)
(255, 207, 187)
(255, 199, 189)
(255, 149, 129)
(254, 118, 89)
(254, 100, 61)
(255, 90, 46)
(254, 76, 35)
(255, 70, 30)
(255, 60, 31)
(255, 52, 28)
(255, 45, 34)
(255, 38, 38)
(255, 54, 47)
(255, 64, 64)
(255, 88, 86)
(255, 132, 127)
(255, 180, 185)
(255, 197, 193)
(255, 131, 136)
(254, 93, 93)
(255, 66, 64)
(254, 43, 48)
(255, 40, 39)
(255, 47, 33)
(255, 45, 33)
(254, 48, 28)
(255, 57, 34)
(254, 65, 37)
(255, 79, 48)
(255, 92, 66)
(255, 109, 93)
(255, 151, 138)
(255, 198, 193)
(255, 200, 199)
(255, 157, 152)
(254, 120, 105)
(255, 90, 77)
(254, 75, 55)
(254, 66, 45)
(254, 49, 38)
(254, 47, 32)
(255, 48, 36)
(255, 45, 38)
(255, 46, 46)
(255, 53, 55)
(254, 70, 74)
(255, 106, 106)
(255, 156, 154)
(255, 201, 198)
(254, 209, 205)
(255, 172, 171)
(255, 127, 128)
(255, 91, 90)
(255, 71, 70)
(255, 61, 58)
(254, 46, 47)
(255, 53, 44)
(255, 44, 48)
(255, 45, 51)
(255, 60, 59)
(255, 78, 70)
(255, 106, 95)
(255, 129, 129)
(254, 176, 173)
(255, 213, 211)
(254, 219, 218)
(254, 196, 196)
(255, 162, 160)
(255, 122, 122)
(255, 99, 94)
(255, 71, 73)
(254, 73, 63)
(255, 62, 62)
(254, 65, 58)
(255, 66, 65)
(255, 77, 76)
(255, 92, 94)
(254, 117, 119)
(255, 152, 152)
(255, 195, 187)
(254, 214, 212)
(254, 225, 219)
(255, 208, 203)
(255, 185, 184)
(254, 160, 157)
(254, 134, 129)
(255, 100, 106)
(255, 95, 92)
(255, 85, 86)
(254, 85, 87)
(255, 89, 92)
(254, 108, 104)
(255, 128, 130)
(254, 161, 158)
(255, 193, 191)
(255, 215, 213)
(255, 225, 225)
(254, 229, 229)
(255, 222, 221)
(255, 212, 212)
(255, 197, 196)
(255, 173, 173)
(255, 155, 153)
(254, 137, 135)
(255, 128, 128)
(254, 131, 127)
(255, 137, 136)
(254, 150, 150)
(255, 174, 173)
(254, 194, 190)
(255, 208, 204)
(255, 220, 215)
(255, 229, 227)
(255, 233, 231)
(255, 229, 227)
(255, 225, 222)
(255, 220, 216)
(254, 209, 209)
(255, 202, 202)
(255, 192, 193)
(255, 190, 190)
(255, 187, 188)
(255, 194, 193)
(255, 202, 202)
(255, 213, 212)
(255, 222, 221)
(254, 225, 225)
(255, 231, 230)
(255, 234, 235)
(254, 229, 233)
(255, 228, 229)
(254, 227, 225)
(255, 219, 220)
(254, 214, 211)
(255, 208, 201)
(254, 209, 193)
(255, 211, 188)
(254, 224, 191)
(254, 234, 197)
(255, 242, 207)
(255, 244, 215)
(255, 244, 220)
(255, 242, 227)
(254, 239, 228)
(255, 238, 234)
(255, 239, 229)
(255, 238, 221)
(255, 244, 212)
(255, 240, 201)
(255, 227, 188)
(255, 211, 172)
(255, 191, 154)
(255, 175, 142)
(254, 170, 138)
(255, 163, 143)
(255, 170, 157)
(255, 177, 173)
(255, 197, 196)
(255, 211, 212)
(254, 215, 219)
(255, 223, 230)
(254, 218, 226)
(255, 205, 211)
(254, 193, 191)
(255, 155, 160)
(255, 136, 131)
(255, 121, 108)
(255, 121, 99)
(254, 131, 96)
(255, 132, 103)
(255, 144, 114)
(254, 161, 134)
(254, 187, 155)
(255, 215, 175)
(255, 233, 194)
(255, 242, 211)
(254, 239, 225)
(255, 239, 221)
(255, 232, 199)
(255, 208, 169)
(255, 169, 140)
(255, 146, 120)
(255, 126, 103)
(254, 115, 86)
(255, 107, 75)
(255, 101, 70)
(255, 98, 74)
(255, 97, 78)
(255, 101, 96)
(255, 124, 123)
(255, 153, 160)
(254, 186, 195)
(255, 215, 220)
(255, 202, 211)
(255, 170, 176)
(254, 123, 127)
(255, 90, 92)
(254, 75, 71)
(254, 73, 60)
(255, 82, 55)
(255, 84, 57)
(254, 90, 58)
(254, 96, 68)
(255, 104, 82)
(255, 117, 96)
(255, 137, 112)
(255, 171, 141)
(255, 208, 177)
(255, 230, 211)
(254, 216, 202)
(254, 178, 154)
(255, 143, 115)
(255, 112, 92)
(255, 98, 73)
(255, 92, 62)
(254, 81, 53)
(255, 78, 48)
(255, 72, 45)
(255, 68, 46)
(255, 63, 54)
(255, 64, 60)
(255, 78, 74)
(255, 110, 106)
(255, 146, 155)
(255, 191, 201)
(254, 179, 194)
(255, 131, 138)
(255, 88, 90)
(255, 61, 69)
(255, 52, 51)
(255, 58, 39)
(255, 40, 41)
(255, 62, 37)
(255, 70, 39)
(255, 70, 45)
(255, 72, 52)
(255, 82, 60)
(255, 102, 71)
(255, 122, 96)
(255, 160, 138)
(255, 202, 193)
(254, 198, 184)
(255, 161, 121)
(254, 135, 78)
(255, 111, 52)
(255, 80, 42)
(254, 66, 37)
(255, 60, 35)
(255, 57, 33)
(255, 57, 28)
(255, 53, 37)
(255, 50, 36)
(255, 50, 48)
(254, 63, 60)
(255, 82, 87)
(255, 120, 129)
(255, 178, 189)
(255, 176, 187)
(255, 123, 130)
(254, 85, 87)
(254, 58, 63)
(255, 48, 48)
(254, 47, 42)
(255, 49, 28)
(255, 43, 30)
(255, 53, 25)
(255, 57, 32)
(255, 80, 30)
(255, 110, 33)
(255, 133, 43)
(255, 151, 61)
(255, 163, 103)
(255, 198, 171)
(255, 193, 159)
(255, 164, 84)
(254, 157, 52)
(255, 145, 37)
(254, 128, 28)
(255, 99, 24)
(255, 61, 28)
(255, 38, 25)
(254, 39, 27)
(255, 46, 34)
(254, 31, 40)
(255, 50, 47)
(255, 58, 66)
(255, 85, 92)
(255, 129, 135)
(255, 180, 192)
(255, 194, 202)
(255, 143, 151)
(254, 98, 106)
(255, 67, 74)
(254, 46, 54)
(254, 40, 47)
(254, 48, 38)
(254, 29, 35)
(255, 59, 34)
(255, 83, 27)
(255, 116, 27)
(255, 140, 35)
(254, 152, 42)
(255, 158, 50)
(255, 168, 80)
(255, 188, 150)
(254, 200, 163)
(255, 169, 92)
(255, 160, 59)
(255, 156, 47)
(255, 149, 41)
(255, 129, 38)
(254, 92, 38)
(255, 50, 40)
(255, 53, 45)
(255, 43, 48)
(255, 54, 56)
(255, 72, 73)
(255, 84, 91)
(255, 124, 128)
(254, 168, 172)
(255, 202, 212)
(254, 214, 220)
(254, 189, 195)
(255, 154, 160)
(255, 115, 122)
(255, 92, 90)
(255, 79, 74)
(254, 67, 64)
(255, 59, 61)
(254, 69, 56)
(255, 103, 58)
(255, 139, 62)
(255, 151, 61)
(254, 164, 69)
(255, 166, 84)
(255, 179, 121)
(254, 210, 187)
(254, 222, 214)
(255, 203, 176)
(255, 188, 136)
(254, 173, 113)
(254, 165, 101)
(255, 139, 95)
(255, 116, 88)
(255, 87, 85)
(254, 86, 83)
(255, 90, 92)
(254, 105, 101)
(255, 131, 128)
(254, 158, 159)
(255, 188, 190)
(255, 208, 213)
(255, 217, 225)
(254, 224, 229)
(255, 216, 221)
(255, 210, 212)
(255, 195, 196)
(255, 172, 172)
(255, 152, 153)
(254, 137, 136)
(255, 127, 129)
(254, 136, 128)
(255, 145, 135)
(254, 162, 145)
(255, 182, 166)
(254, 203, 179)
(255, 210, 198)
(255, 222, 212)
(255, 231, 228)
(255, 235, 234)
(255, 232, 229)
(255, 229, 223)
(255, 222, 218)
(254, 217, 211)
(255, 203, 200)
(255, 194, 192)
(255, 188, 189)
(255, 185, 188)
(255, 194, 194)
(255, 202, 201)
(255, 214, 212)
(255, 220, 220)
(254, 223, 224)
(255, 227, 230)
(255, 228, 235)
(254, 233, 231)
(255, 227, 220)
(254, 219, 201)
(255, 203, 177)
(254, 192, 159)
(255, 188, 156)
(254, 202, 168)
(255, 195, 180)
(254, 194, 186)
(254, 197, 192)
(255, 210, 202)
(255, 219, 213)
(255, 229, 220)
(255, 233, 227)
(254, 234, 228)
(255, 237, 235)
(255, 236, 229)
(255, 231, 221)
(255, 229, 212)
(255, 213, 198)
(255, 191, 178)
(255, 161, 156)
(255, 151, 137)
(255, 143, 125)
(254, 159, 115)
(255, 165, 95)
(255, 166, 83)
(255, 170, 93)
(255, 178, 111)
(255, 192, 151)
(254, 211, 195)
(255, 228, 225)
(254, 224, 215)
(255, 199, 173)
(254, 178, 112)
(255, 165, 78)
(255, 163, 60)
(255, 158, 60)
(255, 150, 61)
(254, 129, 70)
(255, 111, 80)
(255, 109, 93)
(254, 130, 110)
(254, 145, 133)
(255, 185, 163)
(255, 214, 192)
(255, 227, 211)
(254, 234, 224)
(255, 234, 220)
(255, 221, 196)
(255, 183, 160)
(255, 149, 127)
(255, 120, 99)
(255, 102, 81)
(254, 87, 64)
(255, 88, 53)
(255, 105, 47)
(255, 129, 46)
(255, 147, 42)
(255, 151, 53)
(255, 159, 61)
(255, 167, 94)
(254, 191, 153)
(255, 217, 209)
(255, 214, 205)
(255, 181, 147)
(254, 157, 87)
(255, 150, 59)
(254, 137, 40)
(254, 122, 32)
(255, 103, 32)
(255, 73, 36)
(254, 69, 38)
(254, 74, 48)
(255, 83, 58)
(255, 100, 77)
(255, 125, 100)
(255, 158, 133)
(255, 200, 174)
(255, 229, 210)
(254, 222, 201)
(254, 181, 153)
(255, 136, 108)
(255, 109, 79)
(255, 91, 61)
(255, 77, 46)
(254, 73, 40)
(255, 64, 35)
(255, 62, 25)
(255, 70, 26)
(255, 95, 33)
(255, 111, 41)
(255, 129, 59)
(255, 144, 86)
(255, 168, 142)
(255, 206, 199)
(254, 192, 190)
(255, 142, 132)
(255, 114, 85)
(255, 98, 59)
(255, 80, 42)
(255, 70, 30)
(255, 58, 23)
(255, 55, 19)
(255, 56, 22)
(255, 64, 31)
(255, 73, 42)
(255, 83, 49)
(255, 99, 65)
(255, 120, 93)
(255, 159, 137)
(255, 210, 192)
(254, 201, 186)
(255, 150, 130)
(254, 110, 87)
(255, 97, 63)
(255, 76, 44)
(254, 72, 34)
(255, 60, 29)
(255, 55, 24)
(255, 46, 18)
(255, 43, 25)
(255, 38, 28)
(255, 58, 42)
(254, 75, 55)
(255, 87, 80)
(255, 134, 131)
(255, 186, 187)
(255, 190, 190)
(255, 128, 127)
(254, 79, 81)
(254, 59, 56)
(255, 50, 43)
(254, 46, 30)
(255, 40, 23)
(255, 38, 23)
(255, 53, 20)
(255, 54, 27)
(255, 64, 36)
(255, 76, 49)
(255, 82, 63)
(255, 108, 85)
(255, 142, 129)
(255, 195, 188)
(255, 199, 193)
(255, 148, 138)
(254, 109, 94)
(255, 87, 67)
(254, 71, 50)
(255, 65, 38)
(255, 54, 30)
(255, 45, 28)
(254, 34, 24)
(255, 38, 28)
(254, 39, 41)
(255, 52, 51)
(255, 71, 66)
(255, 93, 93)
(255, 134, 133)
(255, 192, 192)
(255, 206, 202)
(255, 152, 153)
(254, 101, 103)
(255, 73, 75)
(254, 66, 55)
(254, 53, 43)
(254, 44, 39)
(254, 49, 33)
(255, 40, 33)
(255, 49, 36)
(255, 62, 47)
(255, 71, 57)
(254, 86, 74)
(255, 114, 108)
(255, 159, 153)
(255, 200, 201)
(254, 215, 210)
(255, 177, 175)
(255, 138, 128)
(255, 102, 94)
(255, 80, 71)
(255, 62, 58)
(254, 57, 50)
(255, 51, 39)
(255, 45, 43)
(255, 37, 50)
(255, 61, 60)
(255, 72, 69)
(255, 98, 92)
(255, 128, 128)
(254, 174, 172)
(255, 211, 211)
(254, 221, 219)
(254, 195, 194)
(255, 160, 159)
(255, 121, 122)
(255, 91, 92)
(255, 79, 75)
(254, 65, 63)
(255, 50, 62)
(254, 68, 60)
(255, 71, 65)
(255, 75, 76)
(255, 90, 92)
(254, 122, 119)
(255, 162, 161)
(255, 200, 196)
(254, 218, 218)
(254, 225, 225)
(255, 209, 212)
(255, 190, 190)
(254, 158, 158)
(254, 133, 129)
(255, 104, 107)
(255, 93, 92)
(255, 85, 89)
(254, 88, 87)
(255, 87, 93)
(254, 109, 106)
(255, 130, 129)
(254, 161, 159)
(255, 187, 190)
(255, 213, 213)
(255, 225, 225)
(254, 229, 228)
(255, 223, 222)
(255, 212, 212)
(255, 196, 195)
(255, 174, 173)
(255, 152, 151)
(254, 136, 137)
(255, 129, 128)
(254, 125, 125)
(255, 128, 133)
(254, 151, 151)
(255, 172, 173)
(254, 192, 193)
(255, 212, 212)
(255, 221, 221)
(255, 230, 230)
(255, 234, 234)
(255, 229, 229)
(255, 226, 225)
(255, 222, 221)
(254, 213, 211)
(255, 199, 200)
(255, 194, 193)
(255, 188, 189)
(255, 191, 189)
(255, 192, 193)
(255, 199, 200)
(255, 214, 213)
(255, 221, 220)
(254, 225, 225)
(255, 230, 229)
(255, 233, 234)
